assessment_name,description,test_type,url
Pharmaceutics (New),Pharmaceutics (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/pharmaceutics-new/
Pharmacology (New),Pharmacology (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/pharmacology-new/
PHP (New),PHP (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/php-new/
PJM Development Report,PJM Development Report assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/pjm-development-report/
PJM Selection Report,PJM Selection Report assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/pjm-selection-report/
Polymer Engineering (New),Polymer Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/polymer-engineering-new/
Power Electronics and Drives (New),Power Electronics and Drives (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/power-electronics-and-drives-new/
Power System Engineering (New),Power System Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/power-system-engineering-new/
Prism (New),Prism (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/prism-new/
Production and Industrial Engineering (New),Production and Industrial Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/production-and-industrial-engineering-new/
Production Engineering (New),Production Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/production-engineering-new/
Programming Concepts,Programming Concepts assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/programming-concepts/
Project Management (2013),Project Management (2013) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/project-management-2013/
Proofreading v1,Proofreading v1 assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/proofreading-v1/
Python (New),Python (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/python-new/
R Programming (New),R Programming (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/r-programming-new/
ReactJS (New),ReactJS (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/reactjs-new/
Reading Comprehension - English v1,Reading Comprehension - English v1 assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-english-v1/
Reading Comprehension - Spanish v1,Reading Comprehension - Spanish v1 assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-spanish-v1/
Reading Comprehension v2,Reading Comprehension v2 assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-v2/
RemoteWorkQ,RemoteWorkQ assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq/
RemoteWorkQ Manager Report,RemoteWorkQ Manager Report assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-manager-report/
Search Engine Optimization (New),Search Engine Optimization (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/search-engine-optimization-new/
Selenium (New),Selenium (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/selenium-new/
Shell Scripting (New),Shell Scripting (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/shell-scripting-new/
SHL Verify Interactive - Inductive Reasoning,SHL Verify Interactive - Inductive Reasoning assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/
SHL Verify Interactive – Deductive Reasoning,SHL Verify Interactive – Deductive Reasoning assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/
SHL Verify Interactive – Numerical Reasoning,SHL Verify Interactive – Numerical Reasoning assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/
SHL Verify Interactive G+,SHL Verify Interactive G+ assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-g/
SHL Verify Interactive Numerical Calculation,SHL Verify Interactive Numerical Calculation assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-calculation/
Siebel Development (New),Siebel Development (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/siebel-development-new/
Smart Interview Live,Smart Interview Live assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live/
Smart Interview Live Coding,Smart Interview Live Coding assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live-coding/
Smart Interview On Demand,Smart Interview On Demand assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-on-demand/
Struts (New),Struts (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/struts-new/
SVAR - Spoken English (AUS),SVAR - Spoken English (AUS) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-aus/
SVAR - Spoken English (Indian Accent)  (New),SVAR - Spoken English (Indian Accent)  (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/
SVAR - Spoken English (U.K.),SVAR - Spoken English (U.K.) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-u-k/
SVAR - Spoken English (US)  (New),SVAR - Spoken English (US)  (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-us-new/
SVAR - Spoken French (Canadian) (New),SVAR - Spoken French (Canadian) (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-canadian-new/
SVAR - Spoken French (European) (New),SVAR - Spoken French (European) (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-european-new/
SVAR - Spoken Spanish (Castilian) (New),SVAR - Spoken Spanish (Castilian) (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-castilian-new/
SVAR - Spoken Spanish (North American) (New),SVAR - Spoken Spanish (North American) (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-north-american-new/
Swing (New),Swing (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/swing-new/
Tableau (New),Tableau (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/tableau-new/
Telecommunications Engineering (New),Telecommunications Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/telecommunications-engineering-new/
Verify - G+,Verify - G+ assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/verify-g/
Verify - General Ability Screen,Verify - General Ability Screen assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/verify-general-ability-screen/
Verify - Inductive Reasoning (2014),Verify - Inductive Reasoning (2014) assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/verify-inductive-reasoning-2014/
Verify - Numerical Ability,Verify - Numerical Ability assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/verify-numerical-ability/
Verify - Technical Checking - Next Generation,Verify - Technical Checking - Next Generation assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/verify-technical-checking-next-generation/
Verify - Verbal Ability - Next Generation,Verify - Verbal Ability - Next Generation assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/verify-verbal-ability-next-generation/
Verify - Working with Information,Verify - Working with Information assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/verify-working-with-information/
Verify G+ - Ability Test Report,Verify G+ - Ability Test Report assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/verify-g-ability-test-report/
Verify G+ - Candidate Report,Verify G+ - Candidate Report assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/verify-g-candidate-report/
Verify Interactive Ability Report,Verify Interactive Ability Report assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-ability-report/
Verify Interactive G+ Candidate Report,Verify Interactive G+ Candidate Report assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-candidate-report/
Verify Interactive G+ Report,Verify Interactive G+ Report assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-report/
Verify Interactive Process Monitoring,Verify Interactive Process Monitoring assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-process-monitoring/
Virtual Assessment and Development Centers,Virtual Assessment and Development Centers assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/virtual-assessment-and-development-centers/
Visual Basic for Applications (New),Visual Basic for Applications (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/visual-basic-for-applications-new/
Visual Comparison - UK,Visual Comparison - UK assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-uk/
Visual Comparison - US,Visual Comparison - US assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-us/
VLSI and Embedded Systems (New),VLSI and Embedded Systems (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/vlsi-and-embedded-systems-new/
What Is The Value - US,What Is The Value - US assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/what-is-the-value-us/
Workplace Administration Skills (New),Workplace Administration Skills (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/workplace-administration-skills-new/
Workplace Health and Safety (New),Workplace Health and Safety (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/workplace-health-and-safety-new/
WriteX - Email Writing (Customer Service) (New),WriteX - Email Writing (Customer Service) (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-customer-service-new/
WriteX - Email Writing (Managerial) (New),WriteX - Email Writing (Managerial) (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-managerial-new/
WriteX - Email Writing (Sales) (New),WriteX - Email Writing (Sales) (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-sales-new/
